Stunde;Außen-temperatur;Absolute Feuchtigkeit;Entfeuchtungs-leistung (bei 26°C);Heizleistung;Kühlleistung;Gesamt-leistung
hh;°C;g/kg;kW;kW;kW;kW
4541;17,6;13,07;0,00;0,00;0,00;0,00
4542;18,9;13,84;0,00;0,00;0,00;0,00
4543;20,7;14,04;1,69;0,00;0,00;1,69
4544;22,8;14,65;2,48;0,00;30,71;33,20
4545;25;14,94;11,79;0,00;128,61;140,40
4546;27;13,68;11,90;0,00;163,90;175,80
4547;28,9;13,33;11,44;0,00;161,11;172,55
4548;30,5;12,63;12,38;0,00;194,42;206,79
4549;31,7;11,65;8,53;0,00;180,63;189,16
4550;32,6;11,79;9,05;0,00;207,85;216,90
4551;33,1;12,2;8,80;0,00;182,80;191,60
4552;33,2;11,62;6,70;0,00;190,93;197,63
4553;32,9;11,41;5,64;0,00;186,09;191,73
4554;32;10,98;2,55;0,00;168,54;171,08
4555;30,8;11,77;4,43;0,00;183,46;187,90
4556;29,3;12,41;5,81;0,00;164,30;170,11
4557;27,8;11,73;4,20;0,00;78,57;82,77
4558;25,4;13,53;7,46;0,00;61,71;69,17
4559;23,1;13,03;2,88;0,00;30,92;33,80
4560;20,8;13,43;2,76;0,00;17,05;19,81
4561;18,9;13,09;0,00;0,00;0,00;0,00
4562;16,9;12,48;0,00;0,00;0,00;0,00
4563;15,8;11,95;0,00;0,00;0,00;0,00
4564;15;11,36;0,00;0,00;0,00;0,00
4565;14,9;11,3;0,00;0,00;0,00;0,00
4566;16;12,16;0,00;0,00;0,00;0,00
4567;17,6;12,28;0,14;0,00;0,00;0,14
4568;19,4;12,83;0,41;0,00;0,00;0,41
4569;21,3;12,65;4,45;0,00;2,96;7,42
4570;23,1;11,34;2,63;0,00;95,08;97,71
4571;24,6;11,35;2,74;0,00;88,49;91,23
4572;26;11,07;2,25;0,00;74,74;76,99
4573;27;11,48;2,91;0,00;61,58;64,49
4574;27,7;11,98;3,78;0,00;85,94;89,71
4575;28,1;11,99;3,91;0,00;104,61;108,52
4576;28,1;12,13;4,27;0,00;113,75;118,01
4577;27,8;12,12;4,26;0,00;111,07;115,32
4578;26,9;11,7;1,86;0,00;100,74;102,60
4579;25,7;11,45;1,53;0,00;93,50;95,02
4580;24,2;11,45;1,48;0,00;73,73;75,21
4581;22,8;11,07;1,11;0,00;0,00;1,11
4582;20,9;12,03;1,94;0,00;0,00;1,94
4583;18,9;11,74;0,19;0,00;0,00;0,19
4584;17;11,86;0,00;0,00;0,00;0,00
4585;16,1;11,81;0,00;0,00;0,00;0,00
4586;15;11,37;0,00;0,00;0,00;0,00
4587;14,4;10,93;0,00;0,00;0,00;0,00
4588;14;10,62;0,00;0,00;0,00;0,00
4589;13,8;10,55;0,00;0,00;0,00;0,00
4590;15;11,4;0,00;0,00;0,00;0,00
4591;16,7;12,35;0,14;0,00;0,00;0,14
4592;18,8;12,43;0,23;0,00;0,00;0,23
4593;20,7;11,92;3,12;0,00;0,18;3,30
4594;23;10,73;1,52;0,00;0,22;1,74
4595;24,7;10,56;1,32;0,00;46,25;47,57
4596;24,9;10,29;0,86;0,00;48,24;49,10
4597;25,3;10,14;0,58;0,00;42,45;43,03
4598;25,6;9,9;0,15;0,00;59,68;59,83
4599;25,7;10,22;0,71;0,00;69,60;70,31
4600;25,6;10,16;0,62;0,00;79,93;80,55
4601;25,2;11,14;2,44;0,00;84,20;86,65
4602;24,4;11,24;1,41;0,00;63,74;65,15
4603;23,3;11,24;1,32;0,00;64,64;65,96
4604;22;11,35;1,38;0,00;47,57;48,95
4605;20,7;11,72;1,73;0,00;0,00;1,73
4606;19,5;12,09;1,99;0,00;0,00;1,99
4607;18,3;12,44;0,26;0,00;0,00;0,26
4608;17,2;12,25;0,24;0,00;0,00;0,24
4609;16,8;12,08;0,00;0,00;0,00;0,00
4610;16,4;11,6;0,00;0,00;0,00;0,00
4611;16,2;11,85;0,00;0,00;0,00;0,00
4612;16,1;11,62;0,00;0,00;0,00;0,00
4613;16,1;11,52;0,00;0,00;0,00;0,00
4614;16,6;11,09;0,00;0,00;0,00;0,00
4615;17,4;10,95;0,77;0,00;0,00;0,77
4616;18,4;11,54;0,80;0,00;0,00;0,80
4617;19,5;11,89;4,55;0,00;0,14;4,69
4618;20,4;10,88;3,42;0,00;0,30;3,72
4619;21,1;10,91;3,86;0,00;0,29;4,15
4620;21,8;10,05;1,59;0,00;0,63;2,22
4621;22,6;9,41;0,00;0,00;40,85;40,85
4622;23,1;9,73;0,26;0,00;118,11;118,38
4623;23,3;9,98;1,38;0,00;82,94;84,32
4624;23,4;9,28;0,00;0,00;88,37;88,37
4625;23,1;11,61;5,48;0,00;85,94;91,42
4626;22,3;14,18;8,72;0,00;66,08;74,80
4627;22,3;14,78;11,19;0,00;85,38;96,57
4628;21,6;14,14;9,60;0,00;81,18;90,78
4629;20,9;13,52;8,03;0,00;38,25;46,28
4630;19,8;12,71;5,83;0,00;29,19;35,01
4631;18,9;12,46;2,37;0,00;7,56;9,93
4632;18;12,24;1,83;0,00;1,55;3,37
4633;17,3;12,4;0,00;0,00;0,00;0,00
4634;16,5;11,71;0,00;0,00;0,00;0,00
4635;15,6;11,68;0,00;0,00;0,00;0,00
4636;15,8;11,25;0,00;0,00;0,00;0,00
4637;15,7;11,42;0,00;0,00;0,00;0,00
4638;16,6;12,07;0,00;0,00;0,00;0,00
4639;17,6;11,4;1,13;0,00;0,00;1,13
4640;18,5;11,8;0,94;0,00;0,00;0,94
4641;19,4;12,31;5,53;0,00;0,14;5,67
4642;20,4;10,11;1,09;0,00;0,33;1,41
4643;21,3;9,8;0,38;0,00;4,54;4,92
4644;22,1;9,93;1,09;0,00;115,90;117,00
4645;22,7;8,91;0,00;0,00;106,75;106,75
4646;23;8,65;0,00;0,00;117,51;117,51
4647;23;8,42;0,00;0,00;78,91;78,91
4648;23;8,53;0,00;0,00;82,77;82,77
4649;22,5;8,23;0,00;0,00;67,48;67,48
4650;21,9;8,32;0,00;0,00;67,78;67,78
4651;21,2;8,41;0,00;0,00;73,21;73,21
4652;20,5;8,49;0,00;0,00;57,60;57,60
4653;19,8;9,17;0,00;0,00;31,82;31,82
4654;18,3;8,94;0,00;0,00;20,47;20,47
4655;16,8;8,38;0,00;0,00;0,00;0,00
4656;15,3;7,98;0,00;0,00;0,00;0,00
4657;14;8,25;0,00;0,00;0,00;0,00
4658;12,6;7,94;0,00;0,00;0,00;0,00
4659;12,1;8,18;0,00;0,00;0,00;0,00
4660;11,6;8,44;0,00;0,00;0,00;0,00
4661;11,5;7,98;0,00;0,00;0,00;0,00
4662;11,6;7,87;0,00;0,00;0,00;0,00
4663;12,9;8,1;0,00;0,00;0,00;0,00
4664;13,8;8,57;0,00;0,00;0,00;0,00
4665;14,6;9,07;0,00;0,00;0,00;0,00
4666;16;9,93;0,00;0,00;0,30;0,30
4667;17,2;8,15;0,00;0,00;0,30;0,30
4668;17,5;6,59;0,00;0,00;0,48;0,48
4669;18,2;7,05;0,00;0,00;0,46;0,46
4670;18,5;7,34;0,00;0,00;17,01;17,01
4671;18,9;7,36;0,00;0,00;72,34;72,34
4672;18,4;7,41;0,00;0,00;44,70;44,70
4673;17,5;7,5;0,00;0,00;18,98;18,98
4674;16,9;7,34;0,00;0,00;30,18;30,18
4675;16,3;7,79;0,00;0,00;41,54;41,54
4676;15,6;7,48;0,00;0,00;62,77;62,77
4677;15;7,82;0,00;0,00;3,77;3,77
4678;14;7,19;0,00;0,00;0,00;0,00
4679;13;6,77;0,00;0,00;0,00;0,00
4680;12;6,65;0,00;0,00;0,00;0,00
4681;11,3;7,3;0,00;0,00;0,00;0,00
4682;10,4;7,27;0,00;0,00;0,00;0,00
4683;10,4;7,21;0,00;0,00;0,00;0,00
4684;10,1;6,78;0,00;0,00;0,00;0,00
4685;10;6,67;0,00;0,00;0,00;0,00
4686;10,7;7,34;0,00;0,00;0,00;0,00
4687;11,4;7,36;0,00;0,00;0,00;0,00
4688;12,2;7,75;0,00;0,00;0,00;0,00
4689;13,1;6,31;0,00;0,00;0,00;0,00
4690;13,9;6,59;0,00;0,00;0,15;0,15
4691;14,7;6,36;0,00;0,00;0,15;0,15
4692;15,4;6,1;0,00;0,00;0,43;0,43
4693;15,8;6,12;0,00;0,00;0,35;0,35
4694;16;6,13;0,00;0,00;0,39;0,39
4695;16,1;6,13;0,00;0,00;0,16;0,16
4696;16;6,12;0,00;0,00;0,16;0,16
4697;15,7;6,11;0,00;0,00;0,13;0,13
4698;15,2;7,65;0,00;0,00;0,00;0,00
4699;14,6;9,05;0,00;0,00;0,00;0,00
4700;12,8;8,81;0,00;0,00;0,00;0,00
4701;12,9;8,48;0,00;0,00;0,00;0,00
4702;12,5;8,26;0,00;0,00;0,00;0,00
4703;12;8,01;0,00;0,00;0,00;0,00
4704;11,2;7,23;0,00;0,00;0,00;0,00
4705;11;7,46;0,00;0,00;0,00;0,00
4706;10,4;6,86;0,00;0,00;0,00;0,00
4707;10,3;7,14;0,00;0,00;0,00;0,00
4708;10,1;7,05;0,00;0,00;0,00;0,00
4709;10,1;7,05;0,00;0,00;0,00;0,00
4710;10,9;7,09;0,00;0,00;0,00;0,00
4711;11,8;7,54;0,00;0,00;0,00;0,00
4712;13,4;6,48;0,00;0,00;0,00;0,00
4713;14,4;6,73;0,00;0,00;0,00;0,00
4714;15,5;6,93;0,00;0,00;0,23;0,23
4715;17;7,3;0,00;0,00;0,27;0,27
4716;17,6;7,29;0,00;0,00;0,51;0,51
4717;18,2;7,4;0,00;0,00;0,45;0,45
4718;18,8;7,49;0,00;0,00;0,56;0,56
4719;19,6;7,68;0,00;0,00;0,38;0,38
4720;19,8;8,07;0,00;0,00;0,38;0,38
4721;19,9;8,02;0,00;0,00;41,74;41,74
4722;19,7;8,12;0,00;0,00;82,47;82,47
4723;19,1;8,1;0,00;0,00;126,56;126,56
4724;18,2;7,99;0,00;0,00;97,00;97,00
4725;17,1;8,85;0,00;0,00;16,04;16,04
4726;16,4;8,36;0,00;0,00;9,44;9,44
4727;15,6;8,8;0,00;0,00;0,00;0,00
4728;14,9;8,63;0,00;0,00;0,00;0,00
4729;14,6;7,99;0,00;0,00;0,00;0,00
4730;14,2;8,32;0,00;0,00;0,00;0,00
4731;14;8,56;0,00;0,00;0,00;0,00
4732;13,8;8,41;0,00;0,00;0,00;0,00
4733;13,8;8,61;0,00;0,00;0,00;0,00
4734;14,3;9,3;0,00;0,00;0,00;0,00
4735;15,1;9,84;0,00;0,00;0,00;0,00
4736;16,4;10,17;0,00;0,00;0,00;0,00
4737;17,6;10,95;1,73;0,00;0,00;1,73
4738;18,7;8,99;0,00;0,00;0,00;0,00
4739;19,6;8,78;0,00;0,00;0,00;0,00
4740;20,4;8,63;0,00;0,00;0,00;0,00
4741;21,1;8,82;0,00;0,00;0,00;0,00
4742;21,6;8,83;0,00;0,00;0,00;0,00
4743;22;8,95;0,00;0,00;0,12;0,12
4744;22,1;8,88;0,00;0,00;0,13;0,13
4745;22;8,82;0,00;0,00;0,13;0,13
4746;21,6;9,36;0,00;0,00;0,00;0,00
4747;20,9;9,39;0,00;0,00;33,16;33,16
4748;20,1;9,29;0,00;0,00;16,10;16,10
4749;19,3;9,52;0,00;0,00;0,00;0,00
4750;18,2;9,27;0,00;0,00;0,00;0,00
4751;17,1;8,96;0,00;0,00;0,00;0,00
4752;16,1;8,69;0,00;0,00;0,00;0,00
4753;15,2;8,75;0,00;0,00;0,00;0,00
4754;14,3;8,75;0,00;0,00;0,00;0,00
4755;13,8;9,29;0,00;0,00;0,00;0,00
4756;13,4;9,69;0,00;0,00;0,00;0,00
4757;13,4;9,55;0,00;0,00;0,00;0,00
4758;14,4;9,95;0,00;0,00;0,00;0,00
4759;16,1;10,14;0,09;0,00;0,00;0,09
4760;18,1;10,27;0,09;0,00;0,00;0,09
4761;20,1;10,41;0,81;0,00;0,20;1,01
4762;22,1;9,7;0,00;0,00;0,22;0,22
4763;23,8;9,71;0,00;0,00;0,23;0,23
4764;25,4;9,5;0,00;0,00;22,74;22,74
4765;26,6;9,61;0,00;0,00;63,08;63,08
4766;27,5;9,91;0,00;0,00;89,00;89,00
4767;28;10,31;0,80;0,00;107,76;108,56
4768;28,2;9,74;0,00;0,00;118,79;118,79
4769;27,9;9,85;0,06;0,00;118,86;118,92
4770;27,1;9,68;0,00;0,00;104,07;104,07
4771;25,9;9,88;0,00;0,00;97,50;97,50
4772;24,3;9,58;0,00;0,00;41,93;41,93
4773;22,7;10,69;0,52;0,00;0,00;0,52
4774;21,1;10,58;0,62;0,00;0,00;0,62
4775;19,4;9,66;0,00;0,00;0,00;0,00
4776;17,8;9,53;0,00;0,00;0,00;0,00
4777;16,7;9,75;0,00;0,00;0,00;0,00
4778;15,5;9,48;0,00;0,00;0,00;0,00
4779;14,9;9,47;0,00;0,00;0,00;0,00
4780;14,4;9,11;0,00;0,00;0,00;0,00
4781;14,4;9,34;0,00;0,00;0,00;0,00
4782;15,3;9,82;0,00;0,00;0,00;0,00
4783;16,6;9,45;0,00;0,00;0,00;0,00
4784;18,1;10,09;0,00;0,00;0,00;0,00
4785;19,9;10,39;0,00;0,00;0,26;0,26
4786;21,6;9,64;0,00;0,00;0,48;0,48
4787;23,3;9,44;0,00;0,00;52,50;52,50
4788;24,6;9,04;0,00;0,00;149,64;149,64
4789;25,7;8,7;0,00;0,00;138,99;138,99
4790;26,4;8,84;0,00;0,00;159,71;159,71
4791;26,8;8,86;0,00;0,00;132,17;132,17
4792;27;8,81;0,00;0,00;144,86;144,86
4793;26,9;9,02;0,00;0,00;145,84;145,84
4794;26,1;9,31;0,00;0,00;121,87;121,87
4795;25,1;8,96;0,00;0,00;141,27;141,27
4796;23,7;8,75;0,00;0,00;93,21;93,21
4797;22;9,87;0,00;0,00;44,67;44,67
4798;20,4;10,21;0,00;0,00;32,67;32,67
4799;18,7;10,1;0,02;0,00;6,45;6,47
4800;17;9,55;0,00;0,00;0,00;0,00
4801;16;8,71;0,00;0,00;0,00;0,00
4802;14,8;8,97;0,00;0,00;0,00;0,00
4803;14,1;9,24;0,00;0,00;0,00;0,00
4804;13,7;9,38;0,00;0,00;0,00;0,00
4805;13,6;9,39;0,00;0,00;0,00;0,00
4806;13,9;9,93;0,00;0,00;0,00;0,00
4807;14,4;10,18;0,14;0,00;0,00;0,14
4808;15;10,48;0,26;0,00;0,00;0,26
4809;15,3;11,36;3,31;0,00;0,00;3,31
4810;17;11,03;3,87;0,00;0,24;4,11
4811;17,7;11,32;5,14;0,00;0,23;5,37
4812;18,3;11,48;7,54;0,00;0,52;8,06
4813;18,7;10,67;4,50;0,00;0,45;4,96
4814;19;10,53;3,91;0,00;47,71;51,62
4815;19,1;10,4;2,78;0,00;55,80;58,59
4816;19;10,55;3,05;0,00;53,79;56,84
4817;18,7;9,81;0,53;0,00;51,45;51,98
4818;18,2;10,03;1,21;0,00;48,40;49,60
4819;17,6;11,2;5,58;0,00;64,91;70,49
4820;16,6;11,62;7,11;0,00;33,11;40,22
4821;16,7;11,41;3,83;0,00;13,70;17,53
4822;16,4;11,15;2,73;0,00;9,44;12,17
4823;16,1;11,44;1,47;0,00;0,00;1,47
4824;15,8;11,59;1,32;0,00;0,00;1,32
4825;16,1;11,82;0,00;0,00;0,00;0,00
4826;16,4;11,86;0,00;0,00;0,00;0,00
4827;16,5;11,24;0,00;0,00;0,00;0,00
4828;16,6;11,38;0,00;0,00;0,00;0,00
4829;16,6;12,22;0,00;0,00;0,00;0,00
4830;17,7;12,56;0,00;0,00;0,00;0,00
4831;19,3;12,59;2,09;0,00;0,00;2,09
4832;21,2;12,99;1,55;0,00;0,00;1,55
4833;23,2;13,76;8,92;0,00;0,31;9,23
4834;25,2;13,19;10,41;0,00;128,68;139,09
4835;26,9;13,1;10,72;0,00;136,60;147,32
4836;28,5;13,01;13,89;0,00;175,33;189,22
4837;29,8;13,64;16,54;0,00;163,70;180,24
4838;30,8;12,83;13,28;0,00;190,46;203,74
4839;31,5;12,1;8,46;0,00;166,65;175,11
4840;31,8;12,06;8,15;0,00;176,31;184,45
4841;31,6;12,69;9,65;0,00;171,01;180,66
4842;31;12,99;6,43;0,00;154,10;160,52
4843;29,9;12,95;7,08;0,00;172,49;179,57
4844;28,4;13,15;7,43;0,00;122,62;130,05
4845;26,8;14,92;11,03;0,00;72,72;83,75
4846;25,2;14,19;8,76;0,00;60,55;69,32
4847;23,6;14,49;4,17;0,00;33,70;37,87
4848;22;13,88;3,11;0,00;23,70;26,81
4849;20,5;13,82;0,00;0,00;0,00;0,00
4850;18,8;13,25;0,00;0,00;0,00;0,00
4851;17,9;13,45;0,00;0,00;0,00;0,00
4852;17,3;13,22;0,00;0,00;0,00;0,00
4853;17,2;13,15;0,00;0,00;0,00;0,00
4854;18;13,83;0,00;0,00;0,00;0,00
4855;19,3;14,39;3,54;0,00;0,00;3,54
4856;20,9;14,12;2,12;0,00;0,00;2,12
4857;22,5;13,75;8,90;0,00;55,27;64,17
4858;24;13,12;10,20;0,00;131,59;141,80
4859;25,5;13,55;12,13;0,00;130,77;142,90
4860;26,8;13,41;15,56;0,00;165,81;181,36
4861;27,9;13,2;14,76;0,00;153,82;168,57
4862;28,7;12,96;13,81;0,00;177,45;191,26
4863;29,1;12,9;11,14;0,00;149,74;160,88
4864;29,2;12,16;8,48;0,00;157,24;165,73
4865;28,8;12,4;8,73;0,00;150,71;159,44
4866;28,1;12,37;5,23;0,00;131,80;137,03
4867;27;12,08;5,13;0,00;144,70;149,84
4868;25,7;12,05;5,02;0,00;94,30;99,32
4869;23,9;12,4;5,64;0,00;55,78;61,41
4870;22;11,69;3,80;0,00;41,96;45,77
4871;20,2;11,18;1,23;0,00;14,79;16,03
4872;18,3;11,28;1,08;0,00;3,21;4,28
4873;17,1;11,17;0,00;0,00;0,00;0,00
4874;15,8;11,36;0,00;0,00;0,00;0,00
4875;15,2;10,86;0,00;0,00;0,00;0,00
4876;14,7;10,74;0,00;0,00;0,00;0,00
4877;14,6;11,05;0,00;0,00;0,00;0,00
4878;15,6;11,16;0,00;0,00;0,00;0,00
4879;17,4;11,73;1,29;0,00;0,00;1,29
4880;19,5;11,82;0,93;0,00;0,00;0,93
4881;21,7;11,09;2,66;0,00;29,83;32,49
4882;23,9;10,64;2,66;0,00;152,44;155,10
4883;25,8;10,78;3,41;0,00;148,79;152,19
4884;27,5;10,55;3,65;0,00;181,30;184,94
4885;28,9;10,04;1,94;0,00;166,19;168,13
4886;29,8;10,51;3,80;0,00;195,47;199,26
4887;30,4;10,26;2,28;0,00;173,38;175,67
4888;30,6;10,22;1,92;0,00;183,94;185,86
4889;30,3;10,86;3,84;0,00;180,52;184,36
4890;29,5;10,2;1,03;0,00;162,16;163,20
4891;28,1;10,66;1,94;0,00;177,02;178,96
4892;26,4;10,31;1,20;0,00;112,27;113,47
4893;24,2;11,38;3,45;0,00;57,53;60,98
4894;22;10,55;1,54;0,00;41,96;43,51
4895;19,8;10,05;0,23;0,00;12,57;12,80
4896;17,5;9,74;0,00;0,00;0,00;0,00
4897;15,9;9,61;0,00;0,00;0,00;0,00
4898;14,2;9,69;0,00;0,00;0,00;0,00
4899;13,2;9,33;0,00;0,00;0,00;0,00
4900;12,5;9,52;0,00;0,00;0,00;0,00
4901;12,4;9,57;0,00;0,00;0,00;0,00
4902;13,4;9,95;0,00;0,00;0,00;0,00
4903;15;10,12;0,08;0,00;0,00;0,08
4904;16,9;10,48;0,18;0,00;0,00;0,18
4905;19;10,75;1,48;0,00;0,22;1,70
4906;21,1;10,04;0,47;0,00;9,00;9,47
4907;22,9;10,79;1,99;0,00;93,00;94,98
4908;24,5;10,59;1,60;0,00;78,06;79,66
4909;25,8;10,44;1,27;0,00;63,03;64,30
4910;26,7;9,92;0,25;0,00;92,06;92,31
4911;27,2;9,8;0,02;0,00;113,35;113,37
4912;27,3;9,69;0,00;0,00;124,68;124,68
4913;27;9,46;0,00;0,00;123,70;123,70
4914;26,2;9,2;0,00;0,00;108,46;108,46
4915;24,8;9,05;0,00;0,00;102,32;102,32
4916;23,2;9,4;0,00;0,00;42,25;42,25
4917;21,4;10,12;0,00;0,00;0,00;0,00
4918;19,6;10,17;0,00;0,00;0,00;0,00
4919;17,8;9,84;0,00;0,00;0,00;0,00
4920;16,1;9,82;0,00;0,00;0,00;0,00
4921;15,1;9,56;0,00;0,00;0,00;0,00
4922;14,1;9,66;0,00;0,00;0,00;0,00
4923;13,6;9,25;0,00;0,00;0,00;0,00
4924;13,3;8,96;0,00;0,00;0,00;0,00
4925;13,3;9,1;0,00;0,00;0,00;0,00
4926;13,5;9,44;0,00;0,00;0,00;0,00
4927;13,9;10,14;0,09;0,00;0,00;0,09
4928;14,6;10,08;0,03;0,00;0,00;0,03
4929;15,9;10,02;0,10;0,00;0,00;0,10
4930;17,2;9,12;0,00;0,00;0,00;0,00
4931;18,4;9,04;0,00;0,00;0,00;0,00
4932;19;9,55;0,00;0,00;0,00;0,00
4933;19,8;9,05;0,00;0,00;0,00;0,00
4934;20,5;8,9;0,00;0,00;0,00;0,00
4935;20,8;9,25;0,00;0,00;0,10;0,10
4936;20,9;11,53;1,24;0,00;0,13;1,37
4937;20,5;13,86;8,33;0,00;0,11;8,44
4938;20,1;11,26;1,45;0,00;0,00;1,45
4939;19,3;9,4;0,00;0,00;0,00;0,00
4940;18,5;11,49;1,21;0,00;0,00;1,21
4941;17,3;10,73;0,79;0,00;0,00;0,79
4942;16;9,99;0,08;0,00;0,00;0,08
4943;14,7;10,05;0,02;0,00;0,00;0,02
4944;13,4;9,46;0,00;0,00;0,00;0,00
4945;12,3;9,23;0,00;0,00;0,00;0,00
4946;11,1;8,47;0,00;0,00;0,00;0,00
4947;10,3;8,07;0,00;0,00;0,00;0,00
4948;9,8;7,78;0,00;0,00;0,00;0,00
4949;9,6;7,69;0,00;0,00;0,00;0,00
4950;10,2;7,98;0,00;0,00;0,00;0,00
4951;11,1;7,94;0,00;0,00;0,00;0,00
4952;12,2;8,23;0,00;0,00;0,00;0,00
4953;13,6;7,71;0,00;0,00;0,17;0,17
4954;14,9;8,31;0,00;0,00;0,36;0,36
4955;16,2;8,27;0,00;0,00;0,35;0,35
4956;17,1;8,26;0,00;0,00;0,62;0,62
4957;17,9;8,24;0,00;0,00;0,54;0,54
4958;18,6;8,38;0,00;0,00;0,68;0,68
4959;18,9;8,1;0,00;0,00;0,43;0,43
4960;18,9;8,01;0,00;0,00;0,44;0,44
4961;18,4;7,71;0,00;0,00;3,78;3,78
4962;17,7;7,28;0,00;0,00;67,68;67,68
4963;16,7;7,55;0,00;0,00;85,97;85,97
4964;15,5;7,79;0,00;0,00;37,51;37,51
4965;14,2;8,03;0,00;0,00;0,00;0,00
4966;13;7,59;0,00;0,00;0,00;0,00
4967;11,7;7,55;0,00;0,00;0,00;0,00
4968;10,4;7,64;0,00;0,00;0,00;0,00
4969;10,3;7,56;0,00;0,00;0,00;0,00
4970;10,1;8,08;0,00;0,00;0,00;0,00
4971;10;7,68;0,00;0,00;0,00;0,00
4972;9,9;7,16;0,00;0,00;0,00;0,00
4973;9,9;7,2;0,00;0,00;0,00;0,00
4974;10,7;7,29;0,00;0,00;0,00;0,00
4975;12,1;7,27;0,00;0,00;0,00;0,00
4976;14,1;7,95;0,00;0,00;0,00;0,00
4977;16,1;8,19;0,00;0,00;0,21;0,21
4978;17,8;7,76;0,00;0,00;0,40;0,40
4979;19,4;8,07;0,00;0,00;0,41;0,41
4980;21;8,28;0,00;0,00;0,77;0,77
4981;22,4;8,27;0,00;0,00;53,97;53,97
4982;23,4;8,41;0,00;0,00;148,25;148,25
4983;24;8,92;0,00;0,00;122,59;122,59
4984;24;8,41;0,00;0,00;120,27;120,27
4985;23,8;8,48;0,00;0,00;123,76;123,76
4986;23;8,82;0,00;0,00;116,71;116,71
4987;21,9;8,78;0,00;0,00;133,45;133,45
4988;20,5;9,53;0,00;0,00;50,36;50,36
4989;19,1;10,1;0,00;0,00;27,73;27,73
4990;17,6;9,42;0,00;0,00;16,41;16,41
4991;16,2;9,77;0,00;0,00;0,00;0,00
4992;14,8;9,58;0,00;0,00;0,00;0,00
4993;13,5;9,05;0,00;0,00;0,00;0,00
4994;12,2;8,81;0,00;0,00;0,00;0,00
4995;11,4;8,65;0,00;0,00;0,00;0,00
4996;10,9;8,66;0,00;0,00;0,00;0,00
4997;10,8;8,6;0,00;0,00;0,00;0,00
4998;11,6;9,07;0,00;0,00;0,00;0,00
4999;13,2;10,07;0,06;0,00;0,00;0,06
5000;15,1;10,63;0,37;0,00;0,00;0,37
5001;17,2;10,76;1,95;0,00;0,28;2,23
5002;19,2;9,93;0,56;0,00;0,51;1,08
5003;21,1;9,9;0,72;0,00;43,59;44,31
5004;22,6;9,48;0,00;0,00;150,39;150,39
5005;23,9;8,96;0,00;0,00;135,44;135,44
5006;24,8;8,26;0,00;0,00;164,10;164,10
5007;25,3;8,77;0,00;0,00;141,29;141,29
5008;25,4;9,24;0,00;0,00;149,65;149,65
5009;25,1;8,97;0,00;0,00;145,65;145,65
5010;24,2;8,73;0,00;0,00;124,72;124,72
5011;22,9;8,85;0,00;0,00;136,54;136,54
5012;21,3;8,61;0,00;0,00;41,13;41,13
5013;20;10,32;0,00;0,00;32,99;32,99
5014;18,6;9,48;0,00;0,00;22,22;22,22
5015;17,3;9,86;0,00;0,00;0,00;0,00
5016;15,9;9,62;0,00;0,00;0,00;0,00
5017;15,3;9,62;0,00;0,00;0,00;0,00
5018;14,7;9,39;0,00;0,00;0,00;0,00
5019;14,3;9,72;0,00;0,00;0,00;0,00
5020;14,1;9,74;0,00;0,00;0,00;0,00
5021;14,1;9,88;0,00;0,00;0,00;0,00
5022;15;10,79;0,00;0,00;0,00;0,00
5023;16,7;11,16;0,93;0,00;0,00;0,93
5024;18,8;11,47;0,83;0,00;0,00;0,83
5025;21,1;11,72;4,24;0,00;0,35;4,59
5026;23,3;11,01;3,88;0,00;115,27;119,15
5027;25,3;10,56;2,81;0,00;146,95;149,77
5028;27,1;10,16;2,09;0,00;179,93;182,02
5029;28,5;10,14;2,40;0,00;164,94;167,34
5030;29,6;10,36;3,27;0,00;195,88;199,15
5031;30,2;10,16;2,02;0,00;173,16;175,18
5032;30,4;9,5;0,00;0,00;183,23;183,23
5033;30,2;10,01;0,90;0,00;180,05;180,95
5034;29,3;9,95;0,56;0,00;156,98;157,55
5035;28;9,91;0,26;0,00;170,01;170,27
5036;26,4;10;0,52;0,00;70,99;71,51
5037;24,1;10,52;1,61;0,00;56,95;58,56
5038;21,7;10,44;1,32;0,00;40,22;41,55
5039;19,4;10,46;0,60;0,00;10,34;10,94
5040;17,1;10,4;0,39;0,00;0,00;0,39
5041;15,1;9,94;0,00;0,00;0,00;0,00
5042;12,9;9,17;0,00;0,00;0,00;0,00
5043;11,6;9,07;0,00;0,00;0,00;0,00
5044;10,7;8,54;0,00;0,00;0,00;0,00
5045;10,5;8,41;0,00;0,00;0,00;0,00
5046;11;8,69;0,00;0,00;0,00;0,00
5047;12,1;8,91;0,00;0,00;0,00;0,00
5048;13,5;9,28;0,00;0,00;0,00;0,00
5049;15,1;9,15;0,00;0,00;0,23;0,23
5050;16,6;8,85;0,00;0,00;0,44;0,44
5051;18;9,66;0,00;0,00;0,42;0,42
5052;19,1;9,87;0,00;0,00;122,80;122,80
5053;20;9,68;0,00;0,00;110,24;110,24
5054;20,6;9,62;0,00;0,00;136,22;136,22
5055;20,9;9,58;0,00;0,00;113,10;113,10
5056;20,9;9,47;0,00;0,00;120,65;120,65
5057;20,4;9,23;0,00;0,00;114,94;114,94
5058;19,6;9,08;0,00;0,00;94,65;94,65
5059;18,4;9,09;0,00;0,00;106,82;106,82
